learner_id,course_id,peak_bloom_score,peak_sophistication,mean_sophistication,Week_1_Score,Week_2_Score,Week_3_Score,Week_4_Score,Week_5_Score,Week_6_Score,Week_7_Score,Week_8_Score,overall_arc_summary,raw_responses_json
44,49,L4,3,2.6,3,3,3,1,3,,,,"Learner 44 displays a clear and accelerating trajectory of sophistication.  **Initial Phase (Weeks 1-3): Operational Integration.** The learner successfully establishes AI as a primary operational assistant, moving from solving immediate, technical communication issues (Week 1) to managing physical data formats (Week 2, recipes) and finally, to high-level sensory and visual tasks (Week 3). The narrative arc demonstrates rapid skill acquisition and confidence in applying AI to varied, concrete business needs.  **Interruption & Resurgence (Week 4-5): Strategic Scaling.** The temporary pause in Week 4 is followed by the most sophisticated reporting in Week 5. The learner transitions entirely from solving routine problems to **architecting strategic solutions.** The shift from ""how can AI help me with *this* report?"" to ""how can AI help me model the *consequences of changing our entire business structure*?"" is profound. This signals that the learner views AI not just as a productivity booster, but as a fundamental tool for high-stakes business modeling and decision support.","{""Week 1"": ""I used AI to help with an administrative issue, whereby a new payment provider's software wasn't functioning in conjunction with our accounting software package very well to begin with. In now time, the AI search had understood the problem, detailed it in more technical (accounting / computing) language than I could have come up with. It suggested a fix, and drafted an email that I could send to the payment providers about this. I was also able to send a link to the entire AI transcript to our bookkeeper, so that they could easily understand the situation. It all took about 10 minutes, but would have taken me about 1 hour or more without the AI support."", ""Week 2"": ""I have used AI to research products for potential purchase, where I would previously have used Google. I was pleased that the answers delivered seemed more research based than Google, which seems just like a giant list of adverts with fake reviews. I uploaded a document (a freelance employee's hours invoice for a previous month). I then asked Gemini to produce a version of the document for the most recent month with altered hours and total amount to be paid. This was achieved instantaneously, saving me about 10-15min. It made me wonder how many other documents it could replicate with slight alterations, that we use in our business regularly. I haven't made any GEMS or customGPTs yet, but I did wathc Kate's 2 videos for a solid reminder of the practices."", ""Week 3"": ""I uploaded previously typed up recipes (for use in the cafe kitchen). Then scanned in a handwritten version of a new recipe and asked AI to produce a formatted recipe that could be printed out using the existing examples as a reference. It worked really well. I used Gemini to model some new paint colours onto photos of part our an interior, then asked it to apply a specific Farrow &~ Ball paint colour to the walls, ceiling and cupboards, and to add in specific furniture features. It was amazing."", ""Week 4"": ""Sadly I have not had any computer time at all since our last session."", ""Week 5"": ""I have used AI to generate a new approach to sales and stock analysis within our retail business. This is not complete, but an ongoing short term project. I used it to model changes to our business structure, in terms of changing from a partnership to a limited company, and fully understanding the consequences of this (before taking the suggestions to our accountants). I have used AI to assess some companies / sectors / investing styles with regards to stock and shares ISA fund allocation and to assess which online stock broker platform best meets our requirements.""}"
58,49,L4,3,2.8,2,3,3,3,3,,,,"The narrative arc of Learner 58 is one of **Accelerated Transition from Novice-Experimenter to Functional System Architect.**  **Beginning (Weeks 1 & 2):** The arc begins with high intellectual curiosity but low practical confidence (""anxious learner,"" ""fear factor""). The learner operates in a purely experimental mode, comparing tools and spending intensive effort mastering basic prompting and realizing the potential difference between different AI platforms. This phase is characterized by **intensive learning and discovery.**  **Middle (Weeks 3 & 4):** The learner quickly overcomes the initial hesitation. The focus shifts dramatically from *understanding* the technology to *applying* it to solve tangible, complex internal business problems (room hire SOPs, competitor analysis). The goal becomes moving from discrete tasks to **embedded, repeatable workflows.** This represents a structural change in the learner’s professional methodology.  **End (Week 5):** The arc culminates in **Integration and Confident Ownership.** The learner is no longer merely *using* AI; they are actively redesigning the operational backbone of their business around AI's capabilities. They are communicating the concept of ""collating data from our website, linking it to a direct email response,"" which signifies a move from a single-tool user to a system-thinking strategist who sees AI as an organizational multiplier. The confidence gained is not just technical, but psychological, resulting in a powerful declaration of capability.","{""Week 1"": ""Mainly doing the challenges to understand how AI works this has been a revelation. Using various chatbots to see the difference between them when putting in prompts and which seems to work best for my usage it varies - so lots of experimentation. I used it to create a basic report to our worshipers who only hire on a Sunday explaining how the venue is used during the week and the social impact. This has been most useful and will be helpful with sharing the importance of the venue. I have also used it to look at basic ways we can inform hirers to use the venue, only tinkering with this. I have a better understanding following taking notes and watching the various videos you suggested, the 27 min was a bit fast for me but the 3hr deep dive was fascinating and i got a far better understanding of how AI works so that I can understand what is best for prompts and how it works and therefore how best to use it. Challenge from day 1 about a blog took - I created this about sea swimming and this was helpful to see how and what makes a good prompt what is needed. Still trying to reduce the fear factor and learning at this stage. I am an anxious learner and feel I need to go through everything thoroughly in order to understand, slow thinker. Also trying to keep things in order and not be overwhelmed."", ""Week 2"": ""I have created a Workflow, SOP and excel in Projects and tried to go to GEM but I could not take it forward with the updated excel, which was for the project about putting all the processes for room hire into one easy to read with traffic light system for a part time member of staff to follow. It took hours to adapt, but it was great having a conversation in ChatPT. So useful for my work going forward as a way to mitigate missing out on sending items to clients etc....less reliant on human memory. I only have Free CHATGPT and I had run out of access for the final excel prompt until this evening. I am excited to do this and put into GEM to create a regular handover email using the excel information which I can put into it each time. It took a long while to fully understand and then put into practice PROJECTS and GEM, in finding something that would benefit from it. Kate's Monday 2 Day session was invaluable, without this I would still be struggling to get the concept. Spent hours over the weekend and again in the week to try and understand and to play about with AI as it is all new to me. Finally got the hang of it last night when I had additional time to focus solely on AI Projects and feel more confident about moving forward with it as a tool, I can see what it can do. Thank you"", ""Week 3"": ""Personal level: Created several limericks based on my friends info work, family and interests. A birthday reading will be made on her birthday, part of my gift. (ChatGPT) Work: AI Studio created various comparisons with competitors from commercial to community, religious venue based within 10 - 25 mile radius. I found that reducing it to a 10 mile radios yielded far better and more useful results. Played about with this a lot. Finally created a GEM (data restriction time for free account in ChatGPT) which i had started. This is for Excel with all processes for start to end room hire. Making a handover email for part time staff - automated in GEM. Lots of back and forth but worth it. Lots of looking at the various Apps suggested in DAY 3 Still very slow but mistakes are helpful to understand especially with prompts etc"", ""Week 4"": ""For work have been looking at workflows and discussing with colleague on ways forward. Mainly, it has been about changing the mindset and thinking about how we can automate and put workflows together to help with general everyday exercises. This would be using ChatGPT and Gemini (free) to start this process, but also a big learning curve for me to understand and see how best to get the most out of AI. Looking at best practice for door access, not duplicating work and having a one stop shop system. More will be put in place as time goes on, as I work part time this is possibly slower in part due to this but also I have been using the time to experiment with all that has been taught over the weekends and in the evenings. Really experimenting with all areas that have been taught to date, it can be slow as the free stuff often means I only get a certain amount of time."", ""Week 5"": ""Used Chat GPT to draft a letter of complaint to a neighbouring business. Although, I am good at this it saved time and I adapted it accordingly with a few extras. I have also found that just using it to explain phrases or tech speak on how best to explain or things to AI. This was extremely helpful in buidling up my knowledge base and understanding of the basic language used. This week has been about exploring the platforms rather than direclty using in the work place with the recent exception of the letter. Familiarising myself and trying not to feel overwhelmed was an important part of my journey this week. Experimenting with AI Studio with mascots, logos and images provided was most helpful way to play, fail, play, fail and finally get something that I liked. This process made it clearer to me on how to use and talk to AI and when to save, a safe experimental period. I can see the benefit for worksflows and SOP - plus a far better use and construction of excel for our venue hire. It is inspiring and I am looking forward to spending time next week (on Mondays/Fridays when previously on this course) to put into practice the workflows and set them up for our business, having spoken to my part time colleague about this. We are both excited at the prospect or reducing errors and having a clearer outline of our everyday collation of bookings and the information clients need. The use of collating data from our website, linking it to a direct email response and guide line is also something we are looking to impliment. Although some of the autimation taught may not be fully applicable this has enabled me to feel confident about having a go with TECH in all respects not just AI. I have gained confidence that I CAN DO THIS, just need to be calm, patient and quietly work through tech situations.... YES I CAN. Oh and the podcasts and book recommendations were helpful in providing a broader and historical context - with future projections, e.g. ALI NEEDS YOU by Verity Harding (a very good audiobook) for those that require a broader perspective of how tech is used and the politics around it. THANK YOU Will and Kate Best Wishes Esther (a former tech novice)""}"
61,49,L5,4,2.8,2,3,2,3,4,,,,"Learner 61's usage diary reflects a clear and accelerating narrative arc of increasing **scale and systemicity**.  The journey begins in **Phase 1: Personal Optimization** (Week 1), focusing on self-improvement and minor document refinement. The trajectory rapidly moves into **Phase 2: Process Standardization** (Week 2), where the learner adopts AI to structure and automate specific, high-friction recurring tasks (committee management/Gems).  The middle phase (Weeks 3-4) is dedicated to **Phase 3: Strategic Problem Definition**, where the learner shifts from fixing internal processes to diagnosing large-scale business problems (SEO, website architecture).  The arc culminates in **Phase 4: Systemic Deployment** (Week 5). The learner moves beyond simple automation and begins building integrated, multi-functional platforms (apps, FAQs, optimized websites). This demonstrates a transition from *using* AI as a feature to *using* AI as the foundational operating system for multiple business functions.","{""Week 1"": ""I completed the Challenge on Monday. I only work two days a week so have not had a huge opportunity to test my knowledge so far. From a personal point of view I have used it to think about writing speeches which I will be needing and I have used it to refine some documents which I have already written for work. I was very interested in Cherry's comments last week about using Fathom for meeting minutes etc as this is something I would definitely like to look at. I did discuss with my colleagues who have already taken the course and we felt that we could develop quizzes and tests using our existing sales and planning information to assess both interviewees and new recruits so we are going to make a start on that soon."", ""Week 2"": ""Unfortunately I was unable to attend the Workshop this week but I have made a start on the challenge. I am on the Committee of a Golf Club and responsible for managing one of the teams. I decided to use Gemini to set up documents to set out the parameters for the matches, rules, dates, squad etc and devise a table to allow me to ascertain availabiity. AI asked me if I would like it to draft an email so this is another step in the process. I am now in the middle of setting up Gems so that I have the same format for each match and can drop the information into the designated format. I'm not there yet but I know what my intentions are and it's really good practice and if I can get it right, it will save a huge amount of time and effort. Let's hope!"", ""Week 3"": ""Time constraints have limited my progress this week, unfortunately, - sorry! I found the workshop interesting on Monday. Our website currently benefits from good search engine optimisation so I am planning to carry out deeper research into how to optimise searches now that AI agents are coming to the fore. It will be valuable to look at this for our business. However, the principles of the deep research options we covered in the workshop are probably better suited to academia / experts as our business does not, in the main, call for this type of work. Whereas I am much more focused on today's session as customer service/processes are the main areas I am involved in."", ""Week 4"": ""Something I started working on a couple of weeks ago is a Plan for us to move our website forward from \""click to source\"". I've identified the areas we will need to adapt and rework to generate more AI targeted results. I am using the various AI assistants to create the best version of this which I can present to my colleagues. In addition, I have started to look at the possibilities of creating an automated AI assistant which we looked at in a previous session so just getting started on this. As always time is the limiting factor. We have covered so many different aspects in such a relatively short time, I am not the fastest learner so the slides are videos are useful to revisit."", ""Week 5"": ""After last week, I used lovable to create an app based on my current workplace, just as a trial. I also created an automated assistant to answer FAQs. I loaded a lot of our sales data and based on a relatively short amount of time spent on this it worked really well. I also researched and created a document which clarified SEO -v- GEO and it was really helpful in outlining areas we can improve immediately to try and improve our sources -v- clicks. I then subsequently created an \""At a Glance\"" page which we could use on our website which was really comprehensive and fitted with the criteria suggested. Finally, for personal use, I asked for help from Gemini to write an email to members of our golf section as I am running one of the teams this year. It was really well received as I think the tone was captured as I had hoped. I then used lovable to create a poster for coaching optiosn which I managed to share on a WhatsApp chat.""}"
60,49,L6,4,3.0,2,3,4,,3,,,,"Learner 60’s journey is marked by a clear and aggressive escalation of complexity, moving rapidly from foundational research assistance to systemic, diagnostic application.  **Arc Summary:** 1. **Foundation (Week 1):** Initial application focused on single-instance professional tasks (market research, trip planning). The usage is strategic but isolated. 2. **Optimization (Week 2):** The learner moves into the *management* of the tools, troubleshooting limitations (reference load, tool switching) and developing refined prompting techniques. This shows the development of efficiency. 3. **Mastery and Diagnosis (Week 3):** This is the inflection point. The learner shifts from simply *using* AI to *designing, testing, and debugging* AI processes. The ability to string together multiple, distinct tools (ChatGPT, Gemini, Notebook LM, etc.) into a single workflow, combined with explicit recognition of failure modes (hallucination, corruption), marks a massive leap in proficiency. 4. **Embedding (Week 5):** The final reflection confirms that the methodologies developed in Week 3 have been successfully internalized, resulting in AI integration across the entirety of their professional operational scope.  The arc demonstrates not just adoption, but a rapid path to *architecting* AI-powered workflows.","{""Week 1"": ""I have used Ai in a number of ways in order to improve my prompt engineering. I have fully resourced a business trip to Barcelona - Travel plan, venues , restaurants etc I have interrogated the industry in which we sit and looked at changes to that industry and predictions I have reviewed competitors and their journey"", ""Week 2"": ""I have been learning how to expand my prompts to tailor the responses i get. I have also personalised my accounts so that responses are more appropriate for my needs. I have had a few struggles with Chat GPT with regards to reference material load. I've now switched to Notebook LM and that appears to have a larger reference material allowance on the free site. I am a little baffled by what we we do with the SOP once we have generated it .... maybe that's what we will cover today? I have also been working around the Roses project - different bots were harder to work with but i guess that's confidence."", ""Week 3"": ""For me this week has been about trying out the various platforms. I created an ap in Ai Studio and reviewed our competition through out the UK - I also reviewed our clients competition. Great results until I tried to share it - at which point the code corrupted. Easy to correct at my end because I knew what I was doing but the person I shared it with was completely lost and unable to use. Creating a shared App therefore appears to be a problem - advice on how to remedy this would be helpful. Limited success here. The competitors were not quite in the same space - maybe that was a business description issue. Tec issues A attempted to produce a draft for an ebook. I asked ChatGPT for research about my chosen topic with references - challenging the responses and refining the detail. I then loaded the the references and the draft into Stanford Storm and created an article - cross referencing detail and refining the thinking. I then up loaded the article and references into ChatGPT and asked for an ebook draft - spent some time challenging the style and tone of the production. interestingly at this point I witnessed hallucinations I also witnessed question fatigue and thing started to go off track. The outline and introduction was then loaded into a Canva template - not sure i've cracked this yet as it was very labour intensive. Spent some time researching government requirements for a project - funding, rules and regs etc. started with ChatGPT Cross referenced with Gemini and Co-Pilot Created a report Fed the report and references into Notebook LM and created a pod cast .... Brilliant!"", ""Week 4"": """", ""Week 5"": ""I am now using AI in every process / action that i am involved in. Design, research, practical instructions, strategic thinking, processes.""}"
70,49,L4,3,2.5,2,3,2,3,,,,,"Learner 70's usage journey follows a clear trajectory of **Scope Expansion and Workflow Integration**.  1.  **Initial Focus (Weeks 1-3):** The journey begins with a highly specific, personal necessity (accessibility/research) which quickly expands to a core intellectual need (legal research). This is a highly *utility-driven* phase. 2.  **Tool Mastery (Week 2):** The learner quickly progresses from general prompt use to mastering customized, contained tools (Custom GPTs), demonstrating an increased technical capacity. 3.  **Process Optimization (Week 4):** The most significant progression is the shift in application from *information gathering* (research) to **process management** (billing/IT). The learner is not just using AI to answer questions; they are using it to structure data and improve complex, organizational workflows that involve multiple parties (fee earners, billing cycles).  **Summary:** Learner 70 is developing into a *System Optimizer*. They are successfully transitioning from viewing AI as a smart answer generator to viewing it as a component in a larger, multi-step business solution.","{""Week 1"": ""I am using AI to assist me in the work that I do at work to help me read faster. As a visually impaired person, one of the issues I have occurred is not being able to read as fast as other people, which also affects my ability to research. AI has been a great starting point to obtain the necessary sources required to understand complex legal issues."", ""Week 2"": ""I have been trying the Custom GPTs to produce various reports and workflows to help me in my job."", ""Week 3"": ""I have mainly been using Chat GPT to help me with my research. Except this, I have not been able to use other AI tools due to client confidentiality."", ""Week 4"": ""As discussed, I mainly use it for research but I have also used it to help me with IT issues. It produced a spreadsheet to assist me with my billing to capture all time from all fee earners working on my file.""}"
81,49,L6,3,3.0,3,3,3,,,,,,"Learner 81's journey demonstrates a rapid and systematic progression from initial exploratory use to deep, practical operational integration. The arc is characterized by **workflow development and constraint management.**  Initially, the learner moved beyond simple query-answering (the typical ""Applied"" stage) and immediately began designing full content pipelines (Week 1), understanding that AI could solve multi-stage problems (summarization $\rightarrow$ repurposing $\rightarrow$ publication).  The progression then deepened in complexity: in Week 2, the focus shifted from content to managing highly intricate, multi-variable *logistical systems* (scheduling). This signaled a move from AI as a content tool to AI as an operational planning tool.  By Week 3, the learner had successfully embedded AI into the physical and digital product lifecycle, treating AI output not as a draft, but as a structured, branded component that must adhere to specific, non-AI constraints (word count, paper weight, tone).  The overarching narrative is one of **systematic embedding**—AI is no longer a novel experiment; it is being built into the core, repeatable SOPs of the creative and educational organization.","{""Week 1"": ""After the Monday extra session with Kate I started to try taking a document we have had made to support artists with how to write their own artist statement and using Gemini to turn that into a five point engaging document on the main take-aways. I then asked it to turn those into engaging instagram posts. Worked very well. We will use this to break down a huge number of documents and interviews we have into smaller bite sized content for social media. We are sensitive to the need to not pretend we made the content given that we work with creatives constantly. So I think using AI to turn content we have paid a creative for into social media posts or descriptions to summarise them on a web page where they are available would be a morally ok use and all based on the credited content from the creative. Merely a key take aways exercise. But very useful for marketing. I also tried creating a blog on how the new changes to digital self employed tax will work and what artists need to know in a way that was easy to understand and referred to key sourrces eg HMRC, artist organisations and accountants' blogs. With the language we use on [organisation website removed] I think this did create the information I needed but will aim to push urther in getting it how I need it and then run it by an accountant to see if they would word it differently or have any thing to add. We might well then use it as a blog piece after carefully checking the tone etc. Although by giving this advice in a blog I wouldn't want to then have a ton of questions on tax as we aren't experts so would need to refer them to their own accountant or could recommend a directory of accountants perhaps. Or somewhere to learn more from HMRC."", ""Week 2"": ""We have used it to create very complicated schedules for tutors and students needing to be split between 3 or more groups with different tasks over two days. A real game changer as almost too complicated to be done by a human. Also creative writing of course descriptions. But based on the tone and language of our existing website with detailed additional prompts."", ""Week 3"": ""Creating texts for products using existing texts I have written as examples asking for specific word count and adding particular prompts with as much detail as possible. Using our own website for tone and the tutor artist's website for info on them. Testing using a long doc on a topic to break it down into five main take aways and then asking for insta posts from those take aways. Finding a note book to give to customers after adding branding that has very specific requirements eg size, cover, paper weight, inside pocket, rounded corners, recycling certification and price.""}"
104,49,L5,4,3.0,2,3,3,4,,,,,"The narrative arc for Learner 104 shows a trajectory of exponential sophistication, moving rapidly from *Adoption* to *Systemic Integration*.  1.  **Initial Adoption (Week 1):** The learner begins with a visually impactful, non-core task (image generation), treating AI as a novel, powerful asset. 2.  **System Creation (Week 2):** The pivot point is the creation of the GEM. This demonstrates the learner moving from merely *using* AI to *engineering* AI. By building a custom bot, the learner identifies a workflow bottleneck and systematically develops a tool to solve it, marking a move from consumption to creation. 3.  **Workflow Embedding (Week 3):** The learner expands AI's role to core, text-heavy deliverables (technical specifications and planning statements). AI is no longer supplementary; it is directly contributing foundational intellectual property to the professional output. 4.  **Expert Deployment (Week 4):** The arc culminates in the ability to deploy AI in a high-stakes, regulated context (planning applications). The learner shows mastery by understanding the specific constraints of their domain, requiring them to guide the AI using highly specialized, referenced inputs—a clear sign of treating AI as a professional co-pilot rather than a general assistant.","{""Week 1"": ""Started to use gemini to produce photorealistic concept images for a client to illustrate our architectural proposals by uploading basic 3D models and using the prompts to make the image look like their existing dwelling with the additional changes that we have proposed, and poduced really quick and good results."", ""Week 2"": ""Creating photorealistic images for clients to present our proposals for projects for them, which has saved so much time in terms of drawing. Have also created a GEM that helps me find architectural precedents/images to use as examples of ideas that we have for projects which we use to win work/projects. We used to spend a lot of time trying to find similar architectural examples of our ideas using google images, but now with the Gem asking us some specific questions about the examples we are after, means we can obtain those images in a fraction of the time, which is great."", ""Week 3"": ""Used AI for work purposes by creating a planning, design, access and transport statements for a project as well as creating photo realistic images of a project. With a contractor we were able to write a detailed window and door specification/schedule."", ""Week 4"": ""This week I used Gemini to write a planning statement for a small housing development asking Gemini to focus on particular planning policy in the local area and referring to local neighbourhood plans and the planning officers previous comments on the development and low and behold within a few minutes I was presented with several concise paragraphs that could be used as a planning statement that would usually have taken me a morning to write and which I included within the planning application. I will do the same for another application, creating a Heritage Statement later today. Also created some more photorealistic images of concepts/projects.""}"
120,49,L5,3,2.6,2,3,2,3,3,,,,"| **Week 4** | **3 (Integrated)** | Content Repurposing, PR Pitch Drafting, Web-to-Social Conversion, Style/Tone Correction, Prompting for Threads (X), Sector Translation (Geophysical). | This is a highly integrated week. The learner is consistently required to use AI for multiple, complex, and critical client deliverables (blogs, pitches, PR). The ability to restructure text, adapt tone for specific channels (LinkedIn vs. X), and translate highly technical, unmanageable source material into professional content demonstrates embedded, ongoing workflow reliance. | | **Week 5** | **3 (Integrated)** | Content Ideation (B Corp), Strategic Scheduling, X Thread Optimization. | This continues the integrated pattern. The learner uses the tool proactively for long-term strategic planning (B Corp content calendar) and refines known processes (X threads). The use is thoughtful, systematic, and essential to the core business function. |","{""Week 1"": ""I generated a generic image of people networking. A client asked for a social post for a business forum event they're attending in a few weeks and only gave us a link to the event's website for more information. We have very limited materials when it comes to social media for this particular client so we had to brainstorm some ideas. We decided to use a generic image of people networking with a banner saying \""we're attending...........\"". I was looking for an image on canva to use but none of them were appropriate so I decided to use Nano Banana! And I got what I wanted on the first try so a big time saver and will teach me to go to Nano Banana in the first place :)"", ""Week 2"": ""One of my colleagues is also taking an Ai course with another provider and he has created a prompt to generate Linkedin handles of businesses in specific sectors. Some of our social posts for a particular clients are aimed at specific sectors but we're unsure if these posts are reaching the right people - so we're trialing adding a few tags in the main body of our posts and to a couple in a comment every now and then - we don't want to come across spammy so we're trialing and excited to see any improvement in engagement. We have used my colleague's prompt in ChatGPT to generate Linkedin handles for ICBs. I also used it to generate some hashtags around the theme of Purpose and PR. For this week's challenge, I created Will's Marketing and PR Research Gem and have tested it out with a few of our existing clients - I have shared with my team as I think it will be great for speeding up the initial research process we do before pitching to a potential new client."", ""Week 3"": ""Haven't used Ai too much this week, I did use it to bring up some recent articles on critical underwater infrastructure and to summarise them which we shared with a client of ours in the defence sector. My colleague used ChatGPT, Gemini, and Copilot to generate a team photo as we haven't got an up to date professional one - but it wasn't very successful - kept changing our faces!"", ""Week 4"": ""I have used it to get started on a blog for a new client that I'm not too familiar with - I didn't focus too much on the prompt as I'll always edit heavily since it's for a client but it was a helpful starting point and helped get things moving quickly. I used it to help me write a PR pitch. A client had asked for a last minute social post on a job ad that needed posting that day - I was particularly busy with other work, so I dropped the copy that was on the web page and asked it to make this into a suitable social post for Linkedin and Facebook. Also still using ChatGPT to amend my social copy for Linkedin into a more enaging post for X with 2 0r 3 threads - it's so great for that and also gives you a few different options to choose from. Was finalising a press release that a client had worked on and it was in the Geophysical sector which is not my area of expertise at all, they had also made it incredibly salesy for their product. So I dropped in sentences that I thought were too long or didn't read well or were just too salesy and got it to restructure them or completely reword them."", ""Week 5"": ""It's B Corp month next week, and as a B Corp PR agency, it's quite important to highlight this and get lots of content scheduled in for the month. It's all very new to me and so I didn't really know where to begin and asked ChatGPT to suggest some blog ideas to help get the ball rolling. I also used it again to tweak my social posts for X and make sure it included a number of threads - I didn't give it a specific number of characters but it knows to keep it short and sweet. It's very clever and makes the posts more engaging!""}"
121,49,L3,2,2.0,2,2,2,2,,,,,"Learner 121 demonstrates a textbook example of **Incremental Proficiency Building**. The narrative arc is characterized by a shift from initial apprehension to routine, functional reliance on AI.  **Key Strengths:** 1. **Commitment to Practice:** The learner shows exceptional consistency, reporting on usage every week and maintaining focus on professional enhancement. 2. **Utility Focus:** The learner is highly successful in identifying points of friction in their existing workflow (drafting, structuring, basic data handling) where AI provides clear, immediate value. 3. **Confidence Growth:** The language used (""feel more comfortable,"" ""prompts are defiantly getting stronger"") indicates metacognitive growth—the learner is becoming a more *skilled prompt engineer* in basic function, even if the tools remain the same.  **Areas for Development/Bottlenecks:** 1. **Scope Limitation:** The usage remains deeply siloed within content creation (text) and basic data handling (Excel). The learner has not yet described a multi-step, multi-tool workflow (e.g., ""I use Zapier to capture form data, which then feeds into a custom Airtable base, which ChatGPT summarizes for the weekly report""). 2. **System Thinking:** The current pattern suggests AI is used as a powerful **assistant** for a specific task, rather than being integrated into the **architecture** of the overall business process.","{""Week 1"": ""I feel like AI is a huge mind field for me personally at the moment, I have had minimal experience before the course started . So this week I explored all the different AI options but felt like I leaned more to chat GPT - I started off asking basic questions relating to my job role. Then led up to prompts asking for detailed letters for clients. I also prompted for quote emails but I aim to do more email work this week. I feel this is very basic work but I felt it helped with gaining my AI knowledge."", ""Week 2"": ""Still the same as last week really, exploring to use AI to help my emails and letters be more professional and more detailed. I have no other reason to use AI within my job role at the moment, but as i feel more comfortable with AI i feel i will explore more and use it day to day not just within my job"", ""Week 3"": ""Again the same as last week. making my emails and letters more professional"", ""Week 4"": ""Carrying on from last week, I haven't needed to use it much else apart from my emails letter excel spread sheets, I do feel more comfortable with AI now and my prompts are defiantly getting stronger leading to better results back""}"
124,49,L5,3,2.6,2,2,3,3,3,,,,"Learner 124’s journey demonstrates a clear, rapid, and increasingly sophisticated **Architecture Arc**.  1.  **Phase 1: Initial Support (Weeks 1-2):** The initial focus is on using AI as a basic support tool—generating slides or simply listing ideas. The scope is limited to internal, contained tasks. 2.  **Phase 2: Process Integration (Weeks 3-4):** The learner rapidly elevates their usage by linking AI to high-stakes corporate functions. They move past simple text generation to using AI for compliance checks (9001), detailed competitor analysis, and defining structural documentation (data dictionary). This phase proves the ability to apply AI to **institutional knowledge**. 3.  **Phase 3: System Creation and Deployment (Week 5):** The progression culminates in the learner shifting from being an *AI consumer* to an *AI system designer*. By planning and implementing a dedicated chatbot and webpage tracker using specialized tools (AI Studio), they are designing a tool that will automate a persistent, operational business requirement. This indicates a mastery of both the conceptual design and the functional implementation of AI workflows.","{""Week 1"": ""have used to do the inter workshop session but have also earmarked a job - designing a page of powerpoint for an office reception display board -"", ""Week 2"": ""I attended the two hour inter session on Monday which was great and really helpful have started to compile a list of where I think I can use AI to help improve productivity in the workplace"", ""Week 3"": ""Netbook Lm following the intersession course on Monday Using our company capability statement as a source used netbook LM to do an infographic which was great plus a minimal and quiz for use in an induction Chatgpt Induction and Competence pack against 9001 Guidance on how to implement a holiday process Ai Studio Competitior Research providing us with details of 8 competitors Data Dictionary Want to do a project management AI thing - have discussed with team the need for a data dictionary bad info in - bad information out Be good to have guidance on how we develop a AI process for our teams and safety issues etc Learning - make sure you copy which LLM you are in when your copy and paste info into word as sometime hard to see where you were"", ""Week 4"": ""Auditing internal workflows in preparation for using AI to help understand and draw conclusion from PM Data Making the mascot workshop was great and that enabled me to put a mattress, duvet , pillows and white bedding for a photoshoot of a room with a new bed with no mattress - very handy! Research on the synergies between ISO 9001 and Technical Assurance gave me more confidence in a meeting with Tech Assurance Engineers to explain to them how TA fits into 9001 even thought not specifically mentioned So great for meeting preparation Compilng a list of jobs to do using AI but feel will wait until end of course as each week seems to show a more impressive system! Working with a local cafe owner using the Brand guide to help with a mascot which will be fun and a good AI confidence boost Would like a signpost on developing an AI user guide for our business - is that covered in the curriculum"", ""Week 5"": ""Chat GPT for research Chat GPT for technical help on excel and media screen Started work on a presentation template Started to plan a new contractor hours tracker using a chat bot which i will host on a new Contractor Webpage which i will design using AI studio - it was a flash moment to realise i could use the guest house concept from last week and apply to lots of different parts of the business Screen back drop for all team to use in teams in planning The realisation that its ok to make something for today and the now and that probably I will change it as AI continues to evolve - but the important thing is to do it Looking forward to have more time to experiment and play with the LLMs we have discovered in the course Started to compile a data dictionary""}"
